vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1793298531,Quebec,2021A000224,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,6.2.2.5.4,51.6
v1793298538,Quebec,2021A000224,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.2.2.6.4,28.8
v1793298545,Quebec,2021A000224,Men+,18 to 44 years,Life affected by wait time,6.2.2.7.4,65.7
v1793298552,Quebec,2021A000224,Men+,45 to 64 years,"Total, wait time - medical specialist",6.2.3.1.4,100.0
v1793298559,Quebec,2021A000224,Men+,45 to 64 years,"Wait time, less than 3 months",6.2.3.2.4,61.5
v1793298566,Quebec,2021A000224,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",6.2.3.3.4,12.3
v1793298573,Quebec,2021A000224,Men+,45 to 64 years,"Wait time, 6 months or more",6.2.3.4.4,26.2
v1793298580,Quebec,2021A000224,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,6.2.3.5.4,57.3
v1793298587,Quebec,2021A000224,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.2.3.6.4,27.8
v1793298594,Quebec,2021A000224,Men+,45 to 64 years,Life affected by wait time,6.2.3.7.4,58.4
v1793298601,Quebec,2021A000224,Men+,65 years and over,"Total, wait time - medical specialist",6.2.4.1.4,100.0
v1793298608,Quebec,2021A000224,Men+,65 years and over,"Wait time, less than 3 months",6.2.4.2.4,74.5
v1793298615,Quebec,2021A000224,Men+,65 years and over,"Wait time, 3 months to less than 6 months",6.2.4.3.4,14.5
v1793298622,Quebec,2021A000224,Men+,65 years and over,"Wait time, 6 months or more",6.2.4.4.4,11.0
v1793298629,Quebec,2021A000224,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,6.2.4.5.4,74.8
v1793298636,Quebec,2021A000224,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.2.4.6.4,11.6
v1793298643,Quebec,2021A000224,Men+,65 years and over,Life affected by wait time,6.2.4.7.4,44.9
v1793298650,Quebec,2021A000224,Women+,"Total, 18 years and over","Total, wait time - medical specialist",6.3.1.1.4,100.0
v1793298657,Quebec,2021A000224,Women+,"Total, 18 years and over","Wait time, less than 3 months",6.3.1.2.4,69.3
v1793298664,Quebec,2021A000224,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",6.3.1.3.4,10.2
v1793298671,Quebec,2021A000224,Women+,"Total, 18 years and over","Wait time, 6 months or more",6.3.1.4.4,20.4
v1793298678,Quebec,2021A000224,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,6.3.1.5.4,60.0
v1793298685,Quebec,2021A000224,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,6.3.1.6.4,23.4
v1793298692,Quebec,2021A000224,Women+,"Total, 18 years and over",Life affected by wait time,6.3.1.7.4,62.2
v1793298699,Quebec,2021A000224,Women+,18 to 44 years,"Total, wait time - medical specialist",6.3.2.1.4,100.0
v1793298706,Quebec,2021A000224,Women+,18 to 44 years,"Wait time, less than 3 months",6.3.2.2.4,65.4
v1793298713,Quebec,2021A000224,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",6.3.2.3.4,14.4
v1793298720,Quebec,2021A000224,Women+,18 to 44 years,"Wait time, 6 months or more",6.3.2.4.4,20.2
v1793298727,Quebec,2021A000224,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,6.3.2.5.4,54.6
v1793298734,Quebec,2021A000224,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.3.2.6.4,28.1
v1793298741,Quebec,2021A000224,Women+,18 to 44 years,Life affected by wait time,6.3.2.7.4,66.2
v1793298748,Quebec,2021A000224,Women+,45 to 64 years,"Total, wait time - medical specialist",6.3.3.1.4,100.0
v1793298755,Quebec,2021A000224,Women+,45 to 64 years,"Wait time, less than 3 months",6.3.3.2.4,67.6
v1793298762,Quebec,2021A000224,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",6.3.3.3.4,8.3
v1793298769,Quebec,2021A000224,Women+,45 to 64 years,"Wait time, 6 months or more",6.3.3.4.4,24.1
v1793298776,Quebec,2021A000224,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,6.3.3.5.4,55.3
v1793298783,Quebec,2021A000224,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.3.3.6.4,27.2
v1793298790,Quebec,2021A000224,Women+,45 to 64 years,Life affected by wait time,6.3.3.7.4,64.9
v1793298797,Quebec,2021A000224,Women+,65 years and over,"Total, wait time - medical specialist",6.3.4.1.4,100.0
v1793298804,Quebec,2021A000224,Women+,65 years and over,"Wait time, less than 3 months",6.3.4.2.4,76.8
v1793298811,Quebec,2021A000224,Women+,65 years and over,"Wait time, 3 months to less than 6 months",6.3.4.3.4,7.0
v1793298818,Quebec,2021A000224,Women+,65 years and over,"Wait time, 6 months or more",6.3.4.4.4,16.1
v1793298825,Quebec,2021A000224,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,6.3.4.5.4,72.9
v1793298832,Quebec,2021A000224,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.3.4.6.4,12.7
v1793298839,Quebec,2021A000224,Women+,65 years and over,Life affected by wait time,6.3.4.7.4,53.5
v1793298846,Ontario,2021A000235,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",7.1.1.1.4,100.0
v1793298853,Ontario,2021A000235,Both genders,"Total, 18 years and over","Wait time, less than 3 months",7.1.1.2.4,64.1
v1793298860,Ontario,2021A000235,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",7.1.1.3.4,19.5
v1793298867,Ontario,2021A000235,Both genders,"Total, 18 years and over","Wait time, 6 months or more",7.1.1.4.4,16.4
v1793298874,Ontario,2021A000235,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,7.1.1.5.4,45.6
v1793298881,Ontario,2021A000235,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,7.1.1.6.4,34.2
v1793298888,Ontario,2021A000235,Both genders,"Total, 18 years and over",Life affected by wait time,7.1.1.7.4,63.9
v1793298895,Ontario,2021A000235,Both genders,18 to 44 years,"Total, wait time - medical specialist",7.1.2.1.4,100.0
v1793298902,Ontario,2021A000235,Both genders,18 to 44 years,"Wait time, less than 3 months",7.1.2.2.4,60.0
v1793298909,Ontario,2021A000235,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",7.1.2.3.4,22.1
v1793298916,Ontario,2021A000235,Both genders,18 to 44 years,"Wait time, 6 months or more",7.1.2.4.4,17.9
v1793298923,Ontario,2021A000235,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,7.1.2.5.4,39.7
v1793298930,Ontario,2021A000235,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.1.2.6.4,42.6
v1793298937,Ontario,2021A000235,Both genders,18 to 44 years,Life affected by wait time,7.1.2.7.4,66.2
v1793298944,Ontario,2021A000235,Both genders,45 to 64 years,"Total, wait time - medical specialist",7.1.3.1.4,100.0
v1793298951,Ontario,2021A000235,Both genders,45 to 64 years,"Wait time, less than 3 months",7.1.3.2.4,65.8
v1793298958,Ontario,2021A000235,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",7.1.3.3.4,17.6
v1793298965,Ontario,2021A000235,Both genders,45 to 64 years,"Wait time, 6 months or more",7.1.3.4.4,16.6
v1793298972,Ontario,2021A000235,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,7.1.3.5.4,45.4
v1793298979,Ontario,2021A000235,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.1.3.6.4,32.4
v1793298986,Ontario,2021A000235,Both genders,45 to 64 years,Life affected by wait time,7.1.3.7.4,67.6
v1793298993,Ontario,2021A000235,Both genders,65 years and over,"Total, wait time - medical specialist",7.1.4.1.4,100.0
v1793299000,Ontario,2021A000235,Both genders,65 years and over,"Wait time, less than 3 months",7.1.4.2.4,68.0
v1793299007,Ontario,2021A000235,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",7.1.4.3.4,18.0
v1793299014,Ontario,2021A000235,Both genders,65 years and over,"Wait time, 6 months or more",7.1.4.4.4,14.0
v1793299021,Ontario,2021A000235,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,7.1.4.5.4,54.2
v1793299028,Ontario,2021A000235,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.1.4.6.4,24.3
v1793299035,Ontario,2021A000235,Both genders,65 years and over,Life affected by wait time,7.1.4.7.4,56.6
v1793299042,Ontario,2021A000235,Men+,"Total, 18 years and over","Total, wait time - medical specialist",7.2.1.1.4,100.0
v1793299049,Ontario,2021A000235,Men+,"Total, 18 years and over","Wait time, less than 3 months",7.2.1.2.4,66.3
v1793299056,Ontario,2021A000235,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",7.2.1.3.4,19.8
v1793299063,Ontario,2021A000235,Men+,"Total, 18 years and over","Wait time, 6 months or more",7.2.1.4.4,13.8
v1793299070,Ontario,2021A000235,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,7.2.1.5.4,45.7
v1793299077,Ontario,2021A000235,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,7.2.1.6.4,35.7
v1793299084,Ontario,2021A000235,Men+,"Total, 18 years and over",Life affected by wait time,7.2.1.7.4,64.8
v1793299091,Ontario,2021A000235,Men+,18 to 44 years,"Total, wait time - medical specialist",7.2.2.1.4,100.0
v1793299098,Ontario,2021A000235,Men+,18 to 44 years,"Wait time, less than 3 months",7.2.2.2.4,56.1
v1793299105,Ontario,2021A000235,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",7.2.2.3.4,26.6
v1793299112,Ontario,2021A000235,Men+,18 to 44 years,"Wait time, 6 months or more",7.2.2.4.4,17.3
v1793299119,Ontario,2021A000235,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,7.2.2.5.4,36.4
v1793299126,Ontario,2021A000235,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.2.2.6.4,49.5
v1793299133,Ontario,2021A000235,Men+,18 to 44 years,Life affected by wait time,7.2.2.7.4,69.8
v1793299140,Ontario,2021A000235,Men+,45 to 64 years,"Total, wait time - medical specialist",7.2.3.1.4,100.0
v1793299147,Ontario,2021A000235,Men+,45 to 64 years,"Wait time, less than 3 months",7.2.3.2.4,72.7
v1793299154,Ontario,2021A000235,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",7.2.3.3.4,15.2
v1793299161,Ontario,2021A000235,Men+,45 to 64 years,"Wait time, 6 months or more",7.2.3.4.4,12.2
v1793299168,Ontario,2021A000235,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,7.2.3.5.4,49.2
v1793299175,Ontario,2021A000235,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.2.3.6.4,29.1
v1793299182,Ontario,2021A000235,Men+,45 to 64 years,Life affected by wait time,7.2.3.7.4,66.3
v1793299189,Ontario,2021A000235,Men+,65 years and over,"Total, wait time - medical specialist",7.2.4.1.4,100.0
v1793299196,Ontario,2021A000235,Men+,65 years and over,"Wait time, less than 3 months",7.2.4.2.4,73.4
v1793299203,Ontario,2021A000235,Men+,65 years and over,"Wait time, 3 months to less than 6 months",7.2.4.3.4,15.7
v1793299210,Ontario,2021A000235,Men+,65 years and over,"Wait time, 6 months or more",7.2.4.4.4,10.9
v1793299217,Ontario,2021A000235,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,7.2.4.5.4,54.3
v1793299224,Ontario,2021A000235,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.2.4.6.4,24.6
v1793299231,Ontario,2021A000235,Men+,65 years and over,Life affected by wait time,7.2.4.7.4,56.7
v1793299238,Ontario,2021A000235,Women+,"Total, 18 years and over","Total, wait time - medical specialist",7.3.1.1.4,100.0
v1793299245,Ontario,2021A000235,Women+,"Total, 18 years and over","Wait time, less than 3 months",7.3.1.2.4,62.1
v1793299252,Ontario,2021A000235,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",7.3.1.3.4,19.2
v1793299259,Ontario,2021A000235,Women+,"Total, 18 years and over","Wait time, 6 months or more",7.3.1.4.4,18.7
v1793299266,Ontario,2021A000235,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,7.3.1.5.4,45.5
v1793299273,Ontario,2021A000235,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,7.3.1.6.4,32.8
v1793299280,Ontario,2021A000235,Women+,"Total, 18 years and over",Life affected by wait time,7.3.1.7.4,63.1
v1793299287,Ontario,2021A000235,Women+,18 to 44 years,"Total, wait time - medical specialist",7.3.2.1.4,100.0
v1793299294,Ontario,2021A000235,Women+,18 to 44 years,"Wait time, less than 3 months",7.3.2.2.4,63.5
v1793299301,Ontario,2021A000235,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",7.3.2.3.4,18.1
v1793299308,Ontario,2021A000235,Women+,18 to 44 years,"Wait time, 6 months or more",7.3.2.4.4,18.4
v1793299315,Ontario,2021A000235,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,7.3.2.5.4,42.6
v1793299322,Ontario,2021A000235,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.3.2.6.4,36.6
v1793299329,Ontario,2021A000235,Women+,18 to 44 years,Life affected by wait time,7.3.2.7.4,63.0
v1793299336,Ontario,2021A000235,Women+,45 to 64 years,"Total, wait time - medical specialist",7.3.3.1.4,100.0
v1793299343,Ontario,2021A000235,Women+,45 to 64 years,"Wait time, less than 3 months",7.3.3.2.4,59.7
v1793299350,Ontario,2021A000235,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",7.3.3.3.4,19.8
v1793299357,Ontario,2021A000235,Women+,45 to 64 years,"Wait time, 6 months or more",7.3.3.4.4,20.5
v1793299364,Ontario,2021A000235,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,7.3.3.5.4,42.0
v1793299371,Ontario,2021A000235,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.3.3.6.4,35.4
v1793299378,Ontario,2021A000235,Women+,45 to 64 years,Life affected by wait time,7.3.3.7.4,68.9
v1793299385,Ontario,2021A000235,Women+,65 years and over,"Total, wait time - medical specialist",7.3.4.1.4,100.0
v1793299392,Ontario,2021A000235,Women+,65 years and over,"Wait time, less than 3 months",7.3.4.2.4,62.7
v1793299399,Ontario,2021A000235,Women+,65 years and over,"Wait time, 3 months to less than 6 months",7.3.4.3.4,20.3
v1793299406,Ontario,2021A000235,Women+,65 years and over,"Wait time, 6 months or more",7.3.4.4.4,17.1
v1793299413,Ontario,2021A000235,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,7.3.4.5.4,54.1
v1793299420,Ontario,2021A000235,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,7.3.4.6.4,24.0
v1793299427,Ontario,2021A000235,Women+,65 years and over,Life affected by wait time,7.3.4.7.4,56.5
v1793299434,Manitoba,2021A000246,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",8.1.1.1.4,100.0
v1793299441,Manitoba,2021A000246,Both genders,"Total, 18 years and over","Wait time, less than 3 months",8.1.1.2.4,60.2
v1793299448,Manitoba,2021A000246,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",8.1.1.3.4,19.3
v1793299455,Manitoba,2021A000246,Both genders,"Total, 18 years and over","Wait time, 6 months or more",8.1.1.4.4,20.4
v1793299462,Manitoba,2021A000246,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,8.1.1.5.4,48.6
v1793299469,Manitoba,2021A000246,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,8.1.1.6.4,30.5
v1793299476,Manitoba,2021A000246,Both genders,"Total, 18 years and over",Life affected by wait time,8.1.1.7.4,63.5
v1793299483,Manitoba,2021A000246,Both genders,18 to 44 years,"Total, wait time - medical specialist",8.1.2.1.4,100.0
v1793299490,Manitoba,2021A000246,Both genders,18 to 44 years,"Wait time, less than 3 months",8.1.2.2.4,64.7
v1793299497,Manitoba,2021A000246,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",8.1.2.3.4,14.7
v1793299504,Manitoba,2021A000246,Both genders,18 to 44 years,"Wait time, 6 months or more",8.1.2.4.4,20.6
v1793299511,Manitoba,2021A000246,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,8.1.2.5.4,43.2
v1793299518,Manitoba,2021A000246,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.1.2.6.4,35.0
v1793299525,Manitoba,2021A000246,Both genders,18 to 44 years,Life affected by wait time,8.1.2.7.4,68.6
v1793299532,Manitoba,2021A000246,Both genders,45 to 64 years,"Total, wait time - medical specialist",8.1.3.1.4,100.0
v1793299539,Manitoba,2021A000246,Both genders,45 to 64 years,"Wait time, less than 3 months",8.1.3.2.4,53.8
v1793299546,Manitoba,2021A000246,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",8.1.3.3.4,25.4
v1793299553,Manitoba,2021A000246,Both genders,45 to 64 years,"Wait time, 6 months or more",8.1.3.4.4,20.8
v1793299560,Manitoba,2021A000246,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,8.1.3.5.4,44.5
v1793299567,Manitoba,2021A000246,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.1.3.6.4,31.8
v1793299574,Manitoba,2021A000246,Both genders,45 to 64 years,Life affected by wait time,8.1.3.7.4,64.5
v1793299581,Manitoba,2021A000246,Both genders,65 years and over,"Total, wait time - medical specialist",8.1.4.1.4,100.0
v1793299588,Manitoba,2021A000246,Both genders,65 years and over,"Wait time, less than 3 months",8.1.4.2.4,60.8
v1793299595,Manitoba,2021A000246,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",8.1.4.3.4,19.4
v1793299602,Manitoba,2021A000246,Both genders,65 years and over,"Wait time, 6 months or more",8.1.4.4.4,19.8
v1793299609,Manitoba,2021A000246,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,8.1.4.5.4,61.8
v1793299616,Manitoba,2021A000246,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.1.4.6.4,22.0
v1793299623,Manitoba,2021A000246,Both genders,65 years and over,Life affected by wait time,8.1.4.7.4,54.5
v1793299630,Manitoba,2021A000246,Men+,"Total, 18 years and over","Total, wait time - medical specialist",8.2.1.1.4,100.0
v1793299637,Manitoba,2021A000246,Men+,"Total, 18 years and over","Wait time, less than 3 months",8.2.1.2.4,66.0
v1793299644,Manitoba,2021A000246,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",8.2.1.3.4,17.5
v1793299651,Manitoba,2021A000246,Men+,"Total, 18 years and over","Wait time, 6 months or more",8.2.1.4.4,16.5
v1793299658,Manitoba,2021A000246,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,8.2.1.5.4,51.7
v1793299665,Manitoba,2021A000246,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,8.2.1.6.4,28.7
v1793299672,Manitoba,2021A000246,Men+,"Total, 18 years and over",Life affected by wait time,8.2.1.7.4,65.4
v1793299679,Manitoba,2021A000246,Men+,18 to 44 years,"Total, wait time - medical specialist",8.2.2.1.4,100.0
v1793299686,Manitoba,2021A000246,Men+,18 to 44 years,"Wait time, less than 3 months",8.2.2.2.4,68.4
v1793299693,Manitoba,2021A000246,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",8.2.2.3.4,14.5
v1793299700,Manitoba,2021A000246,Men+,18 to 44 years,"Wait time, 6 months or more",8.2.2.4.4,17.1
v1793299707,Manitoba,2021A000246,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,8.2.2.5.4,45.1
v1793299714,Manitoba,2021A000246,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.2.2.6.4,33.6
v1793299721,Manitoba,2021A000246,Men+,18 to 44 years,Life affected by wait time,8.2.2.7.4,71.6
v1793299728,Manitoba,2021A000246,Men+,45 to 64 years,"Total, wait time - medical specialist",8.2.3.1.4,100.0
v1793299735,Manitoba,2021A000246,Men+,45 to 64 years,"Wait time, less than 3 months",8.2.3.2.4,63.2
v1793299742,Manitoba,2021A000246,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",8.2.3.3.4,21.9
v1793299749,Manitoba,2021A000246,Men+,45 to 64 years,"Wait time, 6 months or more",8.2.3.4.4,15.0
v1793299756,Manitoba,2021A000246,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,8.2.3.5.4,49.6
v1793299763,Manitoba,2021A000246,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.2.3.6.4,30.0
v1793299770,Manitoba,2021A000246,Men+,45 to 64 years,Life affected by wait time,8.2.3.7.4,65.4
v1793299777,Manitoba,2021A000246,Men+,65 years and over,"Total, wait time - medical specialist",8.2.4.1.4,100.0
v1793299784,Manitoba,2021A000246,Men+,65 years and over,"Wait time, less than 3 months",8.2.4.2.4,65.8
v1793299791,Manitoba,2021A000246,Men+,65 years and over,"Wait time, 3 months to less than 6 months",8.2.4.3.4,17.0
v1793299798,Manitoba,2021A000246,Men+,65 years and over,"Wait time, 6 months or more",8.2.4.4.4,17.2
v1793299805,Manitoba,2021A000246,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,8.2.4.5.4,62.6
v1793299812,Manitoba,2021A000246,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.2.4.6.4,20.7
v1793299819,Manitoba,2021A000246,Men+,65 years and over,Life affected by wait time,8.2.4.7.4,56.9
v1793299826,Manitoba,2021A000246,Women+,"Total, 18 years and over","Total, wait time - medical specialist",8.3.1.1.4,100.0
v1793299833,Manitoba,2021A000246,Women+,"Total, 18 years and over","Wait time, less than 3 months",8.3.1.2.4,55.4
v1793299840,Manitoba,2021A000246,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",8.3.1.3.4,20.9
v1793299847,Manitoba,2021A000246,Women+,"Total, 18 years and over","Wait time, 6 months or more",8.3.1.4.4,23.8
v1793299854,Manitoba,2021A000246,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,8.3.1.5.4,46.1
v1793299861,Manitoba,2021A000246,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,8.3.1.6.4,32.0
v1793299868,Manitoba,2021A000246,Women+,"Total, 18 years and over",Life affected by wait time,8.3.1.7.4,61.9
v1793299875,Manitoba,2021A000246,Women+,18 to 44 years,"Total, wait time - medical specialist",8.3.2.1.4,100.0
v1793299882,Manitoba,2021A000246,Women+,18 to 44 years,"Wait time, less than 3 months",8.3.2.2.4,61.9
v1793299889,Manitoba,2021A000246,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",8.3.2.3.4,14.9
v1793299896,Manitoba,2021A000246,Women+,18 to 44 years,"Wait time, 6 months or more",8.3.2.4.4,23.3
v1793299903,Manitoba,2021A000246,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,8.3.2.5.4,41.6
v1793299910,Manitoba,2021A000246,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.3.2.6.4,36.1
v1793299917,Manitoba,2021A000246,Women+,18 to 44 years,Life affected by wait time,8.3.2.7.4,66.2
v1793299924,Manitoba,2021A000246,Women+,45 to 64 years,"Total, wait time - medical specialist",8.3.3.1.4,100.0
v1793299931,Manitoba,2021A000246,Women+,45 to 64 years,"Wait time, less than 3 months",8.3.3.2.4,46.2
v1793299938,Manitoba,2021A000246,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",8.3.3.3.4,28.3
v1793299945,Manitoba,2021A000246,Women+,45 to 64 years,"Wait time, 6 months or more",8.3.3.4.4,25.5
v1793299952,Manitoba,2021A000246,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,8.3.3.5.4,40.4
v1793299959,Manitoba,2021A000246,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.3.3.6.4,33.3
v1793299966,Manitoba,2021A000246,Women+,45 to 64 years,Life affected by wait time,8.3.3.7.4,63.8
v1793299973,Manitoba,2021A000246,Women+,65 years and over,"Total, wait time - medical specialist",8.3.4.1.4,100.0
v1793299980,Manitoba,2021A000246,Women+,65 years and over,"Wait time, less than 3 months",8.3.4.2.4,55.8
v1793299987,Manitoba,2021A000246,Women+,65 years and over,"Wait time, 3 months to less than 6 months",8.3.4.3.4,21.8
v1793299994,Manitoba,2021A000246,Women+,65 years and over,"Wait time, 6 months or more",8.3.4.4.4,22.4
v1793300001,Manitoba,2021A000246,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,8.3.4.5.4,61.0
v1793300008,Manitoba,2021A000246,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,8.3.4.6.4,23.3
v1793300015,Manitoba,2021A000246,Women+,65 years and over,Life affected by wait time,8.3.4.7.4,52.2
v1793300022,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",9.1.1.1.4,100.0
v1793300029,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over","Wait time, less than 3 months",9.1.1.2.4,61.8
v1793300036,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",9.1.1.3.4,19.3
v1793300043,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over","Wait time, 6 months or more",9.1.1.4.4,18.9
v1793300050,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,9.1.1.5.4,48.5
v1793300057,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,9.1.1.6.4,31.0
v1793300064,Saskatchewan,2021A000247,Both genders,"Total, 18 years and over",Life affected by wait time,9.1.1.7.4,69.5
v1793300071,Saskatchewan,2021A000247,Both genders,18 to 44 years,"Total, wait time - medical specialist",9.1.2.1.4,100.0
v1793300078,Saskatchewan,2021A000247,Both genders,18 to 44 years,"Wait time, less than 3 months",9.1.2.2.4,59.4
v1793300085,Saskatchewan,2021A000247,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",9.1.2.3.4,21.2
v1793300092,Saskatchewan,2021A000247,Both genders,18 to 44 years,"Wait time, 6 months or more",9.1.2.4.4,19.4
v1793300099,Saskatchewan,2021A000247,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,9.1.2.5.4,37.2
v1793300106,Saskatchewan,2021A000247,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.1.2.6.4,39.1
v1793300113,Saskatchewan,2021A000247,Both genders,18 to 44 years,Life affected by wait time,9.1.2.7.4,77.2
v1793300120,Saskatchewan,2021A000247,Both genders,45 to 64 years,"Total, wait time - medical specialist",9.1.3.1.4,100.0
v1793300127,Saskatchewan,2021A000247,Both genders,45 to 64 years,"Wait time, less than 3 months",9.1.3.2.4,58.4
v1793300134,Saskatchewan,2021A000247,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",9.1.3.3.4,19.4
